person,gloss,tense,tense_translation,tense_base,preverb,preverb_translation,preverb_base,verb,verb_base,verb_type,verb_translation,object,object_translation,object_base,subject,subject_translation,subject_base,mode,mode_translation,mode_base,conjugation
3,3-fut_def-nitawi-nanâskomoVAI-NONE-3'-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kanitawinanâskomoyiwa
3,3-fut_def-nitawi-apiVAI-NONE-3'-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,apiVAI,api,VAI,sit,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kanitawihapiyiwa
3,3-fut_def-nitawi-mîcisoVAI-NONE-3'-ind-,fut_def,future definite,ka,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kanitawimîcisoyiwa
3,3-fut_def-pe-mîciVTI-NI3sg-3'-ind-,fut_def,future definite,ka,pe,come and,pê,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3',John's son(s),John okosisa,ind,Independent,-,kapemîciyiwa
3,3-fut_def-pe-atawêVAIT-NONE-3'-ind-,fut_def,future definite,ka,pe,come and,pê,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kapeatawêyiwa
3,3-fut_def-pe-mêtawêVAI-NONE-3'-ind-,fut_def,future definite,ka,pe,come and,pê,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kapemêtawêyiwa
3,3-fut_def-pe-wâpiVAI-NONE-3'-ind-,fut_def,future definite,ka,pe,come and,pê,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kapewâpiyiwa
3,3-fut_def-pe-waniskaVAI-NONE-3'-ind-,fut_def,future definite,ka,pe,come and,pê,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kapewaniskayiwa
3,3-fut_def-pe-nipaVAI-NONE-3'-ind-,fut_def,future definite,ka,pe,come and,pê,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kapenipayiwa
3,3-fut_def-pe-tapasiVAI-NONE-3'-ind-,fut_def,future definite,ka,pe,come and,pê,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kapetapasiyiwa
3,3-fut_def-pe-pimipahtaVAI-NONE-3'-ind-,fut_def,future definite,ka,pe,come and,pê,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kapepimipahtayiwa
3,3-fut_def-pe-nipawiVAI-NONE-3'-ind-,fut_def,future definite,ka,pe,come and,pê,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kapenipawiyiwa
3,3-fut_def-pe-nanâskomoVAI-NONE-3'-ind-,fut_def,future definite,ka,pe,come and,pê,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kapenanâskomoyiwa
3,3-fut_def-pe-apiVAI-NONE-3'-ind-,fut_def,future definite,ka,pe,come and,pê,apiVAI,api,VAI,sit,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kapeapiyiwa
3,3-fut_def-pe-mîcisoVAI-NONE-3'-ind-,fut_def,future definite,ka,pe,come and,pê,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kapemîcisoyiwa
3,3-fut_def-NONE-mîciVTI-NI3sg-3'-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3',John's son(s),John okosisa,ind,Independent,-,kamîciyiwa
3,3-fut_def-NONE-atawêVAIT-NONE-3'-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kahatawêyiwa
3,3-fut_def-NONE-mêtawêVAI-NONE-3'-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kamêtawêyiwa
3,3-fut_def-NONE-wâpiVAI-NONE-3'-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kawâpiyiwa
3,3-fut_def-NONE-waniskaVAI-NONE-3'-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kawaniskayiwa
3,3-fut_def-NONE-nipaVAI-NONE-3'-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kanipayiwa
3,3-fut_def-NONE-tapasiVAI-NONE-3'-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,katapasiyiwa
3,3-fut_def-NONE-pimipahtaVAI-NONE-3'-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kapimipahtayiwa
3,3-fut_def-NONE-nipawiVAI-NONE-3'-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kanipawiyiwa
3,3-fut_def-NONE-nanâskomoVAI-NONE-3'-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kananâskomoyiwa
3,3-fut_def-NONE-apiVAI-NONE-3'-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kahapiyiwa
3,3-fut_def-NONE-mîcisoVAI-NONE-3'-ind-,fut_def,future definite,ka,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kamîcisoyiwa
3,3-fut_int-ati-mîciVTI-NI3sg-3'-ind-,fut_int,future intentional,wî,ati,begin to,ati,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3',John's son(s),John okosisa,ind,Independent,-,wîhatimîciyiwa
3,3-fut_int-ati-atawêVAIT-NONE-3'-ind-,fut_int,future intentional,wî,ati,begin to,ati,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîhatihatawêyiwa
3,3-fut_int-ati-mêtawêVAI-NONE-3'-ind-,fut_int,future intentional,wî,ati,begin to,ati,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîhatimêtawêyiwa
3,3-fut_int-ati-wâpiVAI-NONE-3'-ind-,fut_int,future intentional,wî,ati,begin to,ati,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîhatiwâpiyiwa
3,3-fut_int-ati-waniskaVAI-NONE-3'-ind-,fut_int,future intentional,wî,ati,begin to,ati,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîhatiwaniskayiwa
3,3-fut_int-ati-nipaVAI-NONE-3'-ind-,fut_int,future intentional,wî,ati,begin to,ati,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîhatinipayiwa
3,3-fut_int-ati-tapasiVAI-NONE-3'-ind-,fut_int,future intentional,wî,ati,begin to,ati,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîhatitapasiyiwa
3,3-fut_int-ati-pimipahtaVAI-NONE-3'-ind-,fut_int,future intentional,wî,ati,begin to,ati,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîhatipimipahtayiwa
3,3-fut_int-ati-nipawiVAI-NONE-3'-ind-,fut_int,future intentional,wî,ati,begin to,ati,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîhatinipawiyiwa
3,3-fut_int-ati-nanâskomoVAI-NONE-3'-ind-,fut_int,future intentional,wî,ati,begin to,ati,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîhatinanâskomoyiwa
3,3-fut_int-ati-apiVAI-NONE-3'-ind-,fut_int,future intentional,wî,ati,begin to,ati,apiVAI,api,VAI,sit,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîhatihapiyiwa
3,3-fut_int-ati-mîcisoVAI-NONE-3'-ind-,fut_int,future intentional,wî,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîhatimîcisoyiwa
3,3-fut_int-nitawi-mîciVTI-NI3sg-3'-ind-,fut_int,future intentional,wî,nitawi,good at,nitawi,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3',John's son(s),John okosisa,ind,Independent,-,wînitawimîciyiwa
3,3-fut_int-nitawi-atawêVAIT-NONE-3'-ind-,fut_int,future intentional,wî,nitawi,good at,nitawi,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wînitawihatawêyiwa
3,3-fut_int-nitawi-mêtawêVAI-NONE-3'-ind-,fut_int,future intentional,wî,nitawi,good at,nitawi,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wînitawimêtawêyiwa
3,3-fut_int-nitawi-wâpiVAI-NONE-3'-ind-,fut_int,future intentional,wî,nitawi,good at,nitawi,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wînitawiwâpiyiwa
3,3-fut_int-nitawi-waniskaVAI-NONE-3'-ind-,fut_int,future intentional,wî,nitawi,good at,nitawi,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wînitawiwaniskayiwa
3,3-fut_int-nitawi-nipaVAI-NONE-3'-ind-,fut_int,future intentional,wî,nitawi,good at,nitawi,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wînitawinipayiwa
3,3-fut_int-nitawi-tapasiVAI-NONE-3'-ind-,fut_int,future intentional,wî,nitawi,good at,nitawi,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wînitawitapasiyiwa
3,3-fut_int-nitawi-pimipahtaVAI-NONE-3'-ind-,fut_int,future intentional,wî,nitawi,good at,nitawi,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wînitawipimipahtayiwa
3,3-fut_int-nitawi-nipawiVAI-NONE-3'-ind-,fut_int,future intentional,wî,nitawi,good at,nitawi,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wînitawinipawiyiwa
3,3-fut_int-nitawi-nanâskomoVAI-NONE-3'-ind-,fut_int,future intentional,wî,nitawi,good at,nitawi,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wînitawinanâskomoyiwa
3,3-fut_int-nitawi-apiVAI-NONE-3'-ind-,fut_int,future intentional,wî,nitawi,good at,nitawi,apiVAI,api,VAI,sit,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wînitawihapiyiwa
3,3-fut_int-nitawi-mîcisoVAI-NONE-3'-ind-,fut_int,future intentional,wî,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wînitawimîcisoyiwa
3,3-fut_int-pe-mîciVTI-NI3sg-3'-ind-,fut_int,future intentional,wî,pe,come and,pê,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3',John's son(s),John okosisa,ind,Independent,-,wîpemîciyiwa
3,3-fut_int-pe-atawêVAIT-NONE-3'-ind-,fut_int,future intentional,wî,pe,come and,pê,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîpeatawêyiwa
3,3-fut_int-pe-mêtawêVAI-NONE-3'-ind-,fut_int,future intentional,wî,pe,come and,pê,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîpemêtawêyiwa
3,3-fut_int-pe-wâpiVAI-NONE-3'-ind-,fut_int,future intentional,wî,pe,come and,pê,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîpewâpiyiwa
3,3-fut_int-pe-waniskaVAI-NONE-3'-ind-,fut_int,future intentional,wî,pe,come and,pê,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîpewaniskayiwa
3,3-fut_int-pe-nipaVAI-NONE-3'-ind-,fut_int,future intentional,wî,pe,come and,pê,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîpenipayiwa
3,3-fut_int-pe-tapasiVAI-NONE-3'-ind-,fut_int,future intentional,wî,pe,come and,pê,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîpetapasiyiwa
3,3-fut_int-pe-pimipahtaVAI-NONE-3'-ind-,fut_int,future intentional,wî,pe,come and,pê,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîpepimipahtayiwa
3,3-fut_int-pe-nipawiVAI-NONE-3'-ind-,fut_int,future intentional,wî,pe,come and,pê,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîpenipawiyiwa
3,3-fut_int-pe-nanâskomoVAI-NONE-3'-ind-,fut_int,future intentional,wî,pe,come and,pê,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîpenanâskomoyiwa
3,3-fut_int-pe-apiVAI-NONE-3'-ind-,fut_int,future intentional,wî,pe,come and,pê,apiVAI,api,VAI,sit,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîpeapiyiwa
3,3-fut_int-pe-mîcisoVAI-NONE-3'-ind-,fut_int,future intentional,wî,pe,come and,pê,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîpemîcisoyiwa
3,3-fut_int-NONE-mîciVTI-NI3sg-3'-ind-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3',John's son(s),John okosisa,ind,Independent,-,wîmîciyiwa
3,3-fut_int-NONE-atawêVAIT-NONE-3'-ind-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîhatawêyiwa
3,3-fut_int-NONE-mêtawêVAI-NONE-3'-ind-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîmêtawêyiwa
3,3-fut_int-NONE-wâpiVAI-NONE-3'-ind-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîwâpiyiwa
3,3-fut_int-NONE-waniskaVAI-NONE-3'-ind-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîwaniskayiwa
3,3-fut_int-NONE-nipaVAI-NONE-3'-ind-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wînipayiwa
3,3-fut_int-NONE-tapasiVAI-NONE-3'-ind-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîtapasiyiwa
3,3-fut_int-NONE-pimipahtaVAI-NONE-3'-ind-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîpimipahtayiwa
3,3-fut_int-NONE-nipawiVAI-NONE-3'-ind-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wînipawiyiwa
3,3-fut_int-NONE-nanâskomoVAI-NONE-3'-ind-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wînanâskomoyiwa
3,3-fut_int-NONE-apiVAI-NONE-3'-ind-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîhapiyiwa
3,3-fut_int-NONE-mîcisoVAI-NONE-3'-ind-,fut_int,future intentional,wî,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,wîmîcisoyiwa
3,3-pst-ati-mîciVTI-NI3sg-3'-ind-,pst,past,kî,ati,begin to,ati,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3',John's son(s),John okosisa,ind,Independent,-,kîhatimîciyiwa
3,3-pst-ati-atawêVAIT-NONE-3'-ind-,pst,past,kî,ati,begin to,ati,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîhatihatawêyiwa
3,3-pst-ati-mêtawêVAI-NONE-3'-ind-,pst,past,kî,ati,begin to,ati,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîhatimêtawêyiwa
3,3-pst-ati-wâpiVAI-NONE-3'-ind-,pst,past,kî,ati,begin to,ati,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîhatiwâpiyiwa
3,3-pst-ati-waniskaVAI-NONE-3'-ind-,pst,past,kî,ati,begin to,ati,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîhatiwaniskayiwa
3,3-pst-ati-nipaVAI-NONE-3'-ind-,pst,past,kî,ati,begin to,ati,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîhatinipayiwa
3,3-pst-ati-tapasiVAI-NONE-3'-ind-,pst,past,kî,ati,begin to,ati,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîhatitapasiyiwa
3,3-pst-ati-pimipahtaVAI-NONE-3'-ind-,pst,past,kî,ati,begin to,ati,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîhatipimipahtayiwa
3,3-pst-ati-nipawiVAI-NONE-3'-ind-,pst,past,kî,ati,begin to,ati,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîhatinipawiyiwa
3,3-pst-ati-nanâskomoVAI-NONE-3'-ind-,pst,past,kî,ati,begin to,ati,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîhatinanâskomoyiwa
3,3-pst-ati-apiVAI-NONE-3'-ind-,pst,past,kî,ati,begin to,ati,apiVAI,api,VAI,sit,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîhatihapiyiwa
3,3-pst-ati-mîcisoVAI-NONE-3'-ind-,pst,past,kî,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîhatimîcisoyiwa
3,3-pst-nitawi-mîciVTI-NI3sg-3'-ind-,pst,past,kî,nitawi,good at,nitawi,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3',John's son(s),John okosisa,ind,Independent,-,kînitawimîciyiwa
3,3-pst-nitawi-atawêVAIT-NONE-3'-ind-,pst,past,kî,nitawi,good at,nitawi,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kînitawihatawêyiwa
3,3-pst-nitawi-mêtawêVAI-NONE-3'-ind-,pst,past,kî,nitawi,good at,nitawi,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kînitawimêtawêyiwa
3,3-pst-nitawi-wâpiVAI-NONE-3'-ind-,pst,past,kî,nitawi,good at,nitawi,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kînitawiwâpiyiwa
3,3-pst-nitawi-waniskaVAI-NONE-3'-ind-,pst,past,kî,nitawi,good at,nitawi,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kînitawiwaniskayiwa
3,3-pst-nitawi-nipaVAI-NONE-3'-ind-,pst,past,kî,nitawi,good at,nitawi,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kînitawinipayiwa
3,3-pst-nitawi-tapasiVAI-NONE-3'-ind-,pst,past,kî,nitawi,good at,nitawi,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kînitawitapasiyiwa
3,3-pst-nitawi-pimipahtaVAI-NONE-3'-ind-,pst,past,kî,nitawi,good at,nitawi,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kînitawipimipahtayiwa
3,3-pst-nitawi-nipawiVAI-NONE-3'-ind-,pst,past,kî,nitawi,good at,nitawi,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kînitawinipawiyiwa
3,3-pst-nitawi-nanâskomoVAI-NONE-3'-ind-,pst,past,kî,nitawi,good at,nitawi,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kînitawinanâskomoyiwa
3,3-pst-nitawi-apiVAI-NONE-3'-ind-,pst,past,kî,nitawi,good at,nitawi,apiVAI,api,VAI,sit,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kînitawihapiyiwa
3,3-pst-nitawi-mîcisoVAI-NONE-3'-ind-,pst,past,kî,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kînitawimîcisoyiwa
3,3-pst-pe-mîciVTI-NI3sg-3'-ind-,pst,past,kî,pe,come and,pê,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3',John's son(s),John okosisa,ind,Independent,-,kîpemîciyiwa
3,3-pst-pe-atawêVAIT-NONE-3'-ind-,pst,past,kî,pe,come and,pê,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîpeatawêyiwa
3,3-pst-pe-mêtawêVAI-NONE-3'-ind-,pst,past,kî,pe,come and,pê,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîpemêtawêyiwa
3,3-pst-pe-wâpiVAI-NONE-3'-ind-,pst,past,kî,pe,come and,pê,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîpewâpiyiwa
3,3-pst-pe-waniskaVAI-NONE-3'-ind-,pst,past,kî,pe,come and,pê,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîpewaniskayiwa
3,3-pst-pe-nipaVAI-NONE-3'-ind-,pst,past,kî,pe,come and,pê,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîpenipayiwa
3,3-pst-pe-tapasiVAI-NONE-3'-ind-,pst,past,kî,pe,come and,pê,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîpetapasiyiwa
3,3-pst-pe-pimipahtaVAI-NONE-3'-ind-,pst,past,kî,pe,come and,pê,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîpepimipahtayiwa
3,3-pst-pe-nipawiVAI-NONE-3'-ind-,pst,past,kî,pe,come and,pê,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîpenipawiyiwa
3,3-pst-pe-nanâskomoVAI-NONE-3'-ind-,pst,past,kî,pe,come and,pê,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîpenanâskomoyiwa
3,3-pst-pe-apiVAI-NONE-3'-ind-,pst,past,kî,pe,come and,pê,apiVAI,api,VAI,sit,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîpeapiyiwa
3,3-pst-pe-mîcisoVAI-NONE-3'-ind-,pst,past,kî,pe,come and,pê,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3',John's son(s),John okosisa,ind,Independent,-,kîpemîcisoyiwa
3,3-pst-NONE-mîciVTI-NI3sg-3'-ind-,pst,past,kî,NONE,no preverb,mahkikway preverb,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3',John's son(s),John okosisa,ind,Independent,-,kîmîciyiwa
